
创1:1 【太初天主开始创造天地】太初，天主创造天地。
创12:7 【主应许亚伯兰要将这地赐给他的子孙】主向{亚伯兰}显现出来说：我要将这地赐与你的子孙。{亚伯兰}就在那里为向他显现出来的主筑了一座祭台，
创12:8 从那里又迁到山上，在[伯特利]东边支搭帐幕，西边是[伯特利]，东边是[艾]，在那里又为主筑了一座祭台，祷告主的名。
创12:9 后来又渐渐迁往南方去。
创12:10 【因饥荒亚伯兰下伊及去，因惧怕人谎称妻子是妹妹】那地遭遇年荒。因饥荒甚大，{亚伯兰}就下[伊及]去，要住在那里。
创12:11 将近[伊及]，对妻{撒莱}说：我知道你是美貌的妇人。
创12:12 [伊及]人看见你，必说这是{亚伯兰}的妻，他们就必杀我留你。
创12:13 求你说你是我的妹子，使我因你得平安，又因你得保全我的生命。
创12:14 【法老接亚伯兰的妻子进入宫里，并厚待亚伯兰】{亚伯兰}到了[伊及]，[伊及]人看见妇人极其美貌。
创12:15 {法老}的臣子也看见她了，便在{法老}面前夸奖她，{法老}就将妇人拿进宫去。(法老即伊及王之称，下同。)
创12:16 {法老}因这妇人就厚待{亚伯兰}，{亚伯兰}得了许多的牛、羊、骆驼、公驴、母驴和奴婢。(“牛、羊、骆驼、公驴、母驴、和奴婢”原文作“羊、牛、公驴、奴婢、母驴、骆驼”。)
创12:17 【主降大灾与法老，法老立即将妇人归还亚伯兰】主因为{亚伯兰}妻{撒莱}的缘故，降大灾与{法老}和他的全家。
创12:18 {法老}召了{亚伯兰}来，说你为什么待我这样？为什么没有告诉我她是你的妻？
创12:19 为什么说她是你的妹子？使我几乎娶她为妻。现在你妻在这里，可以带着她去吧。
创12:20 于是{法老}吩咐人，送{亚伯兰}同他妻并凡所有的去了。
创13:1 【亚伯兰从伊及回到迦南】{亚伯兰}带着妻和凡所有的并{罗得}，从[伊及]上/[迦南]的/南方去。
创13:2 {亚伯兰}广有金、银、牲畜。
创13:3 从南方渐渐往[伯特利]走，到了从前支搭帐幕的地方，就是[伯特利]和[艾]的中间，
创13:4 也是从前筑祭台的地方。{亚伯兰}又在那里祷告主名。
创13:5 【亚伯兰与罗得因产业太多分离】与{亚伯兰}同行的{罗得}，也有牛、羊、帐幕。
创13:6 因为两个人的财产多，不能同居，若是同居，那地方便容不下他们。
创13:7 那时[迦南]族和[比利洗]族，还在那地居住，{亚伯兰}的牧人和{罗得}的牧人相争。
创13:8 {亚伯兰}对{罗得}说：你我原是骨肉，不可相争，你的牧人和我的牧人也不可相争。
创13:9 遍地都在你前，请你离开我，你在左我就在右，你在右我就在左。
创13:10 【罗得选择迁至所多玛，那里的人极为作恶犯罪】{罗得}举目，看见[约但]河边的全平原直到[锁珥]，地都是滋润的。那地在主没有灭[所多玛]、[俄摩拉]以先，如同主的园囿，也像[伊及]地。
创13:11 {罗得}挑选[约但]河边的平原，往东迁移，于是二人彼此离别了。
创13:12 {亚伯兰}住在[迦南]地，{罗得}住在平原的城内，支搭帐幕直到[所多玛]。
创13:13 [所多玛]人在主面前极为作恶犯罪的人。
创13:14 【亚伯兰又蒙天主应许要得祝福】{罗得}离别{亚伯兰}之后，主对{亚伯兰}说：你从你所在的地方举目，向东西南北观看。
创13:15 凡你所看的地方，我都赐你和你的后裔，直到永远。
创13:16 我将使你的后裔如同地上的尘沙那样多，人若能数算地上的尘沙，方能数算你的后裔。
创13:17 你起来纵横走遍这地，我必将这地赐你。
创13:18 【亚伯兰迁居希伯仑，并为主筑坛】{亚伯兰}就迁到[希伯仑]旁的[幔利]的橡树那里，支搭帐幕居住，在那里为主筑了一座祭台。
创14:1 【四王与五王交战】那时[示拿]王{暗拉非}，[以拉撒]王{亚略}，[以拦]王{基大老玛}，列族王{提达}，
创14:2 一同来征伐[所多玛]王{比拉}、[俄摩拉]王{比沙}、[押玛]王{示纳}、[洗扁]王{善以别}和[比拉]的王。[比拉]就是[锁珥]。(“征伐”或作“攻击”。)
创14:3 五王都在[西订]谷聚会，[西订]谷就是如今的盐海。
创14:4 这五王事奉{基大老玛}十二年，到十三年背叛了。
创14:5 第十四年，{基大老玛}和同盟的各王，都来在[亚特律加宁]攻打[利乏音]人，在[哈麦]攻打[苏西]人，在[沙微基列亭]攻打[以米]人。
创14:6 在[西珥]山攻打[何利]人，一直攻打到靠近旷野的[伊勒巴兰]地方。
创14:7 四王回到[安密巴]，就是[迦叠]，攻打[亚玛力]人的全地，又攻打住在[哈洗逊他玛]的[亚摩利]人。
创14:8 于是[所多玛]王、[俄摩拉]王、[押玛]王、[洗扁]王和[比拉]王，[比拉]就是[锁珥]，都出来在[西订]谷列陈，
创14:9 与[以拦]王{基大老玛}、列族王{提达}、[示拿]王{暗拉非}、[以拉撒]王{亚略}打仗，四王和五王交战，
创14:10 [西订]谷有许多石漆坑，[所多玛]王和[俄摩拉]王奔败逃走，军士陷在坑里，其余的人都往山上逃跑。
创14:11 四王就将[所多玛]和[俄摩拉]所有的财物并一切粮食，都夺去了。
创14:12 【罗得和他的家财也被掳掠去了，亚伯兰来救他】又将{亚伯兰}的侄{罗得}和{罗得}所有的家财也掳掠去了，因为{罗得}住在[所多玛]。
创14:13 有一个逃出来的人，来告诉[希伯来]人{亚伯兰}，{亚伯兰}正住在[亚摩利]人{幔利}的橡树那里，{幔利}和{以实各}，{亚乃}皆是弟兄，曾与{亚伯兰}结盟。
创14:14 {亚伯兰}听见他侄被掳掠，就率领在家里所养的精练壮丁三百一十八人，追到[但]。
创14:15 乘夜率领仆人，分路攻打敌人，追到[大玛色]左边的[何巴]。
创14:16 将被掳掠的一切财物和侄{罗得}，并{罗得}的财物，以及妇女、人民，都夺获回来。
创14:17 【麦基洗德迎接亚伯兰为他祝福】{亚伯兰}打败了{基大老玛}和他同盟的各王回来的时候，[所多玛]王出来，到[沙微]谷迎接他，[沙微]谷就是王谷。
创14:18 [撒冷]王{麦基洗德}带着酒和饼出来迎接，{麦基洗德}是至上天主的祭司。
创14:19 为他祝福，说：愿天地的主、至高的天主赐福与{亚伯兰}。
创14:20 【亚伯兰取十分之一给麦基洗德】至高的天主将敌人交在你手，是应当赞美的，{亚伯兰}将所有的十分中取一分，供给{麦基洗德}。
创14:21 【亚伯兰不贪图财利，显出对主的敬畏】[所多玛]王对{亚伯兰}说：你将人口还我，财物你可以取去。
创14:22 {亚伯兰}对[所多玛]王说：我指着天地的主、至高天主耶和华起誓。
创14:23 凡属你的物，就是一条丝、一根鞋带，我都不要，免得你说是我使{亚伯兰}富足。
创14:24 只有仆人所吃的，并与我同行的人{亚乃}、{以实各}、{幔利}所应得的分，都可以任他们取去。
创15:1 【主应许亚伯兰得赏赐，亚伯兰希望有后嗣】这事以后，主在默示中晓谕{亚伯兰}，对他说：{亚伯兰}，你不要惧怕，我要护卫你如盾牌，你必大得赏赐。
创15:2 {亚伯兰}说：我主天主啊，要赐我什么？我无子，只有[大玛色]人{以利亚萨}作我的后嗣。(“作我的后嗣”或作“作我的家宰”。)
创15:3 {亚伯兰}又说：主没有赐我子，我的家人必作我的后嗣。
创15:4 【天主应许亚伯兰会生儿子并且后裔繁多】主又晓谕他说：这个人必不作你的后嗣，作你后嗣的，乃是你自己所将生的子。
创15:5 于是领他出到外边，对他说：你仰观天，数算众星，能数得过来么？又说：你的子孙必这样众多。
创15:6 【亚伯兰因信称义】{亚伯兰}信主，主就以此为{亚伯兰}的义。
创15:7 【主又应许赐迦南地给亚伯兰，以异兆为凭证】主又对他说：我是耶和华，曾领你出了[迦勒底]的[吾珥]，要将这地赐你为业。
创15:8 {亚伯兰}说：主天主啊，我何以得知必得这地为业？
创15:9 说：你为我取一只三年的母牛，一只三年的母山羊，一只三年的公绵羊，一只鸤鸠，一只雏鸽。
创15:10 {亚伯兰}就为主取了这些来，每样劈分两半，一半对着一半的摆列，只有鸟没有劈分。
创15:11 有鸷鸟下来，落在那劈分的牺牲上，{亚伯兰}就逐开了。
创15:12 日头将落的时候，{亚伯兰}忽然沉沉地睡着，觉得甚黑暗，就惧怕起来。
创15:13 【以默示为凭证】主对{亚伯兰}说：你当知你的后裔必寄居异邦，又服事异邦人，受他们暴虐四百年。
创15:14 你后裔所将服事的那国，我必惩罚。后来你的后裔必多得资财从那里出来。
创15:15 你必平平安安归到你祖宗那里，享大寿数，死了安葬。
创15:16 你的子孙到第四代，必回到这地，因为[亚摩利]人的罪孽还没有满盈。
创15:17 日落天黑，有烟如炉烟，又有火炬，从劈开的牺牲中经过。
创15:18 【主与亚伯兰立约】那日主和{亚伯兰}立约说：我要将这地，从[伊及]河直到[伯拉]大河，赐与你的后裔。
创15:19 就是[基尼]、[基尼洗]、[甲摩尼]、
创15:20 [赫]、[比利洗]、[利乏音]、
创15:21 [亚摩利]、[迦南]、[革迦撒]、[耶布斯]，这些族的地。
创16:1 【亚伯兰妻撒莱不能生育，就给丈夫纳婢女夏甲作妾】{亚伯兰}的妻{撒莱}不生育，有一婢名{夏甲}，是[伊及]人。
创16:2 {撒莱}对{亚伯兰}说：主使我不能生育，求你和我的婢同室，我或者可以因她得子，{亚伯兰}听从{撒莱}的话。
创16:3 那时{亚伯兰}在[迦南]已经住了十年，他妻{撒莱}将婢[伊及]人{夏甲}给了丈夫作侧室。
创16:4 【夏甲因为轻看主母受到苦待，于是逃跑】{亚伯兰}与{夏甲}同室，{夏甲}怀孕。{夏甲}觉得有孕，就轻看主母。
创16:5 {撒莱}对{亚伯兰}说：我因你受气。我将我的婢放在你怀中，她觉得有了身孕，就轻看我。愿主在你我中间判断是非。
创16:6 {亚伯兰}对{撒莱}说：婢是在你手下，你可以任意待她。{撒莱}苦待{夏甲}，{夏甲}逃跑，躲避{撒莱}。
创16:7 【主的使者让夏甲回到主母那里】主的使者遇见她在旷野在水泉旁边，那水泉在[书珥]的路上。
创16:8 说：{撒莱}的婢{夏甲}，你从哪里来？要往哪里去？{夏甲}说：我逃走，躲避我主母{撒莱}。
创16:9 主的使者对她说：你可以回到你主母那里，任她苦待你。
创16:10 【使者预示夏甲必要生儿子及他的后裔将来如何】主的使者又对她说：我必使你的后裔繁衍，多得不能计算。
创16:11 主的使者又对她说：你如今怀孕，必生一子。因为主闻知你的苦难，可以与他起名叫{以实玛利}。(以实玛利译即“天主闻知”之义。)
创16:12 他必作野人，他必攻打众人，众人必攻打他，他必住在众弟兄东边。
创16:13 {夏甲}蒙主示谕，就呼吁主的名说：你是监观我的天主，又说：主监观我之后，我在这里得瞻仰主。(“夏甲蒙主示谕，就呼吁主的名”或作“夏甲就称赞对她说话的主”。)
创16:14 所以这井名叫[拉海莱]井，就是在[迦叠]和[巴列]的中间。(拉海莱译即“永生天主鉴观我”之义。)
创16:15 【以实玛利的出生】后来{夏甲}从{亚伯兰}生了一子，{亚伯兰}与{夏甲}所生的子起名叫{以实玛利}。
创16:16 {夏甲}从{亚伯兰}生{以实玛利}的时候，{亚伯兰}年八十六岁。
创17:1 【十三年后天主再与亚伯兰立约，并赐他新名示承诺】{亚伯兰}年九十九岁，主向{亚伯兰}显现出来，对他说：我是全能的天主，你当事奉我，作完全人。
创17:2 我要与你立约，使你子孙极其繁多。
创17:3 {亚伯兰}俯伏在地。天主又对他说：
创17:4 我与你立约，使你作许多族的始祖。
创17:5 从今以后，你的名不再称{亚伯兰}，当称{亚伯拉罕}，因为我必使你作许多族的始祖。(亚伯拉罕译即“众族之祖”之义。)
创17:6 我必使你的后裔极其繁多，成为邦国，必有许多王由你而生。
创17:7 我要与你并你历代的子孙立我的约，为永远的约。我必作你的天主，也必作你后裔的天主。
创17:8 我必将你现在所住的地方，就是[迦南]的全地，赐你和你后裔永远为业，我必作他们的天主。
创17:9 【以男子受割礼作为盟约的记号】天主又对{亚伯拉罕}说：你和你后裔必须世世代代遵守我的约。
创17:10 你们所有的男子都当受割礼，这就是我与你并你后裔所立的约。是你们所当遵守的。
创17:11 你们都当受割礼，作我与你们立约的证据。
创17:12 你们世世代代的一切男子，无论是家里生的，是用钱从外邦买来的，不是你的子孙，生下来第八日，都当受割礼。
